Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_approved,Application_order,Application_mode,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Daytime_evening_attendance,Gender,Displaced,Status
130.0,128.0,20,7,1,43,0,0,1,1,1,1,Graduate
110.0,115.3,19,6,2,17,0,0,1,1,1,1,Graduate
140.0,150.0,28,5,1,39,0,0,1,1,1,0,Enrolled
160.0,160.0,20,6,1,44,0,1,1,1,1,1,Graduate
138.0,133.1,18,6,1,1,0,0,1,1,1,0,Graduate
126.0,119.0,20,1,1,1,1,0,1,1,1,1,Dropout
120.0,156.0,33,5,1,39,0,0,1,0,1,1,Graduate
130.0,163.7,35,5,1,39,0,0,1,1,0,0,Enrolled
130.0,130.0,27,7,1,39,0,0,1,1,0,0,Enrolled
122.0,123.1,19,3,5,17,0,0,0,1,0,1,Dropout
160.0,160.0,31,4,1,39,0,1,1,0,0,0,Enrolled
134.0,136.1,19,0,1,1,0,0,1,1,1,1,Graduate
134.0,132.7,22,13,1,43,0,0,1,1,1,1,Graduate
140.0,128.2,39,0,1,43,0,0,1,1,0,0,Dropout
127.0,126.7,22,0,1,17,0,0,0,1,1,1,Dropout
133.1,150.0,47,4,1,39,0,0,1,0,1,0,Enrolled
143.0,156.3,19,0,1,17,0,1,1,1,1,1,Graduate
115.0,116.1,19,6,1,10,0,0,1,1,0,1,Graduate
131.0,123.8,19,0,1,17,0,0,1,1,0,1,Dropout
146.0,153.0,21,17,1,1,0,1,1,1,0,1,Graduate
140.0,140.0,39,0,1,7,0,0,0,1,0,1,Dropout
135.0,131.9,19,12,1,17,0,0,1,1,1,1,Graduate
133.0,141.4,20,0,1,1,0,1,1,1,1,0,Enrolled
133.1,140.0,24,0,1,39,1,0,0,1,1,1,Dropout
120.0,115.0,27,1,1,39,0,0,1,0,1,1,Dropout
133.1,168.0,29,5,1,39,0,0,1,0,1,0,Graduate
130.0,101.3,20,4,1,17,0,0,1,1,1,1,Dropout
125.0,122.6,21,5,1,1,0,0,1,1,1,0,Dropout
134.0,141.7,18,0,1,1,0,0,1,1,1,1,Enrolled
151.0,132.3,19,7,1,1,0,0,1,1,1,0,Graduate
112.0,111.7,19,6,1,17,1,0,0,1,1,0,Dropout
120.0,98.7,28,3,1,39,0,1,1,1,1,0,Graduate
140.0,140.0,21,6,1,15,0,0,0,1,0,1,Graduate
140.0,140.0,23,7,1,10,1,0,0,1,0,1,Dropout
133.1,100.7,39,2,1,39,0,0,1,1,0,0,Enrolled
143.0,133.8,18,6,3,17,0,0,1,1,0,1,Graduate
133.1,100.0,59,6,1,15,0,0,1,1,0,0,Graduate
180.0,180.0,30,4,1,7,1,0,1,1,1,0,Enrolled
136.0,130.8,18,5,1,1,0,0,1,1,0,1,Graduate
140.0,140.0,41,4,1,44,0,0,1,0,0,0,Enrolled
130.0,106.2,27,0,1,39,0,0,1,1,0,1,Dropout
141.0,125.6,18,6,1,1,0,1,1,1,0,1,Graduate
121.0,117.5,20,2,5,18,1,0,0,1,0,1,Dropout
120.0,122.5,32,0,1,39,0,0,0,1,0,0,Dropout
129.0,132.9,19,3,1,17,0,0,1,1,0,1,Dropout
133.1,103.0,41,0,1,39,0,0,1,1,0,0,Dropout
100.0,107.0,38,1,5,17,0,0,1,0,0,0,Dropout
133.1,100.0,35,0,1,7,0,0,1,1,1,0,Dropout
133.1,100.0,27,4,1,39,0,0,1,0,0,1,Dropout
139.0,131.3,19,4,1,17,0,0,1,1,0,1,Graduate
125.0,122.2,18,5,1,18,0,0,0,1,0,0,Enrolled
133.1,118.4,39,0,1,39,0,0,0,0,0,0,Dropout
100.0,100.0,37,0,1,7,0,0,0,1,0,0,Dropout
110.0,110.0,37,0,1,39,0,0,0,1,0,0,Dropout
133.1,100.0,35,16,1,43,0,1,1,0,0,0,Graduate
123.0,106.2,49,10,1,43,0,0,1,1,0,0,Graduate
110.0,110.0,52,14,1,7,0,0,1,1,0,0,Graduate
130.0,122.3,18,5,2,1,0,0,1,1,0,1,Graduate
133.1,112.5,30,6,1,39,0,1,1,0,0,0,Graduate
97.0,98.1,21,7,2,1,0,0,1,1,0,1,Graduate
130.0,140.2,20,0,1,1,0,0,1,1,1,1,Dropout
139.0,143.6,18,0,1,17,1,0,1,1,1,1,Enrolled
150.0,134.6,19,0,1,16,0,0,1,1,1,1,Dropout
141.0,126.8,18,8,3,1,0,0,1,1,1,1,Graduate
133.1,100.0,20,7,1,15,0,0,1,1,1,0,Enrolled
137.0,130.0,21,5,1,17,0,0,1,1,0,1,Enrolled
116.0,113.6,22,3,4,1,0,1,1,1,0,1,Graduate
140.0,140.0,20,3,1,44,1,0,0,1,0,1,Enrolled
106.0,106.0,20,6,4,17,0,0,1,1,0,0,Enrolled
135.0,126.6,19,6,6,17,0,1,1,1,0,1,Graduate
144.0,130.7,18,7,5,17,0,1,1,1,0,1,Graduate
108.0,105.9,21,4,2,1,0,0,1,1,1,1,Graduate
137.0,137.0,19,0,1,15,1,0,1,1,0,0,Enrolled
133.1,100.0,37,0,1,43,0,0,1,1,0,0,Dropout
121.0,114.4,45,12,1,1,0,0,1,0,0,1,Enrolled
133.1,120.0,38,0,1,39,1,0,0,1,1,0,Dropout
130.0,119.0,55,0,1,39,0,0,0,0,1,1,Dropout
133.1,110.0,28,5,1,39,1,0,0,1,0,0,Dropout
120.0,120.0,46,8,1,7,0,0,1,0,0,0,Graduate
131.0,119.8,22,0,4,1,0,0,1,1,0,1,Graduate
133.1,135.6,46,5,2,39,0,0,1,1,0,0,Dropout
100.0,120.7,28,4,1,39,0,0,1,0,0,0,Enrolled
131.0,136.3,18,3,3,1,1,0,0,1,0,1,Dropout
158.0,164.3,18,0,1,16,0,1,1,1,1,1,Enrolled
146.0,149.2,21,6,1,1,0,1,1,1,1,1,Graduate
133.0,122.5,18,1,2,16,0,0,1,1,0,1,Enrolled
120.0,100.0,34,0,1,43,0,0,1,0,0,0,Dropout
119.0,125.0,21,5,1,17,0,1,1,1,0,1,Dropout
132.0,131.0,18,5,1,1,0,1,1,1,0,1,Graduate
130.0,122.0,20,0,1,1,0,0,1,1,1,1,Graduate
132.0,131.3,18,4,1,1,0,0,1,1,0,1,Enrolled
133.1,117.0,21,5,2,17,0,0,1,1,1,1,Enrolled
119.0,118.0,19,2,1,17,0,0,1,1,1,1,Dropout
134.0,126.0,22,6,2,17,0,0,1,0,1,1,Graduate
120.0,120.0,23,1,1,44,0,0,1,1,1,0,Dropout
172.0,155.6,19,0,4,17,0,0,1,1,1,1,Dropout
120.0,122.8,18,4,4,1,0,0,1,1,1,1,Enrolled
129.0,127.3,19,0,3,1,1,1,0,1,1,1,Dropout
118.0,118.4,19,2,1,17,0,0,1,1,1,1,Enrolled
127.0,128.1,19,4,1,1,0,0,1,1,1,0,Enrolled
133.1,99.0,22,6,2,1,0,0,1,1,1,1,Enrolled
164.0,161.2,18,6,1,1,0,1,1,1,1,0,Graduate
136.0,140.9,18,4,1,17,0,0,1,1,1,1,Dropout
117.0,111.1,19,4,1,17,1,0,1,1,1,0,Dropout
131.0,149.9,18,0,4,1,0,0,1,1,1,1,Graduate
110.0,111.3,21,6,6,17,0,0,1,1,1,0,Enrolled
125.0,121.5,18,5,2,1,0,0,1,1,1,1,Enrolled
120.0,120.0,19,6,1,44,0,0,1,1,1,1,Graduate
133.1,120.0,27,2,1,39,1,0,0,1,1,0,Dropout
130.0,130.0,20,11,1,53,1,0,1,1,1,1,Enrolled
101.0,98.9,20,4,5,1,0,0,1,1,1,1,Graduate
141.0,136.3,18,8,6,1,0,0,1,1,1,1,Graduate
128.0,125.2,18,6,1,17,0,0,1,1,1,1,Enrolled
145.0,130.0,18,6,2,1,0,0,1,1,1,1,Graduate
160.0,141.5,18,3,1,1,0,0,1,1,1,1,Dropout
134.0,123.9,18,5,5,16,0,0,1,1,1,1,Enrolled
125.0,114.5,18,6,2,17,0,0,1,1,0,1,Graduate
133.1,100.0,37,0,1,39,0,0,0,0,0,1,Dropout
120.0,110.5,36,6,1,39,0,1,1,0,0,0,Graduate
133.1,101.0,26,3,1,39,0,0,1,1,0,1,Dropout
121.0,121.0,19,4,1,1,0,0,1,1,0,0,Graduate
120.0,95.0,24,5,1,39,0,0,1,0,0,1,Dropout
130.0,126.9,19,6,2,1,0,1,1,1,0,1,Dropout
130.0,116.3,20,6,1,42,0,1,1,1,0,1,Graduate
128.0,120.0,19,6,1,18,0,0,1,1,0,1,Graduate
126.0,123.6,21,3,1,1,0,0,1,1,0,1,Graduate
120.0,150.0,50,6,1,39,0,0,0,1,0,0,Dropout
100.0,120.0,47,6,1,39,0,0,1,1,0,0,Dropout
120.0,111.3,24,10,1,42,0,0,1,1,0,0,Dropout
110.0,150.0,48,1,1,39,0,0,0,0,0,0,Dropout
127.0,123.2,18,6,1,1,0,1,1,1,0,1,Graduate
130.0,130.0,32,4,1,44,0,0,1,0,1,1,Dropout
141.0,137.9,20,3,1,1,0,0,0,1,1,1,Dropout
120.0,100.0,24,0,1,39,1,0,1,1,1,0,Dropout
133.1,120.0,53,4,1,39,0,0,1,1,1,0,Graduate
133.1,131.0,42,0,1,39,1,0,0,1,1,0,Dropout
133.1,133.8,52,5,1,39,0,0,1,0,1,1,Graduate
130.0,100.0,54,13,1,43,0,0,1,0,1,0,Enrolled
110.0,150.0,49,5,1,39,0,0,1,0,1,0,Graduate
125.0,126.4,18,6,1,17,0,1,1,1,1,0,Graduate
130.0,154.0,37,3,1,39,0,0,1,1,1,1,Graduate
121.0,114.9,21,6,1,1,0,1,1,1,1,0,Graduate
133.1,110.0,26,0,1,39,1,0,1,1,1,0,Dropout
147.0,149.8,20,11,1,1,0,0,1,1,1,1,Graduate
128.0,117.9,19,7,4,1,0,1,1,1,0,1,Graduate
164.0,165.8,18,6,2,1,0,0,1,1,0,1,Graduate
137.0,127.6,18,7,5,17,0,0,1,1,0,1,Graduate
122.0,123.8,20,5,2,17,0,0,1,0,0,0,Graduate
124.0,126.1,20,5,4,17,0,0,1,1,0,1,Dropout
120.0,119.7,21,0,2,1,0,0,1,1,0,1,Dropout
117.0,121.6,22,12,2,1,0,0,1,1,0,1,Graduate
140.0,100.0,18,7,1,43,0,1,1,1,0,0,Graduate
130.0,127.6,18,7,5,1,0,0,1,1,0,1,Dropout
138.0,132.5,19,7,1,1,0,1,1,1,0,1,Graduate
141.0,124.3,19,7,1,1,0,0,1,1,0,0,Enrolled
142.0,131.0,18,7,3,1,0,0,1,1,0,1,Graduate
120.0,120.0,27,5,1,7,0,0,1,0,0,0,Enrolled
122.0,113.3,20,7,3,1,0,1,1,1,0,1,Graduate
131.0,121.9,20,6,2,1,0,0,1,1,0,1,Dropout
120.0,118.3,20,5,2,1,0,0,1,1,0,1,Graduate
131.0,118.8,19,5,1,1,0,0,1,1,0,0,Graduate
130.0,129.0,20,4,2,1,0,0,1,1,0,0,Enrolled
120.0,143.3,20,0,3,43,0,1,1,1,0,1,Graduate
136.0,152.5,20,0,1,1,0,0,1,1,0,1,Enrolled
160.0,155.7,27,11,1,53,0,0,1,1,0,1,Graduate
157.0,153.9,18,6,2,1,0,0,1,1,0,1,Graduate
150.0,137.8,18,7,1,1,0,0,1,1,0,0,Graduate
148.0,143.3,18,7,1,17,0,1,1,1,0,0,Graduate
120.0,123.2,20,5,1,1,0,0,1,1,0,0,Graduate
150.0,138.1,19,6,1,1,0,0,1,1,0,1,Enrolled
158.0,140.5,20,6,1,17,0,1,1,1,0,0,Graduate
145.0,130.0,18,8,4,1,0,0,1,1,0,1,Graduate
100.0,104.8,22,5,1,44,1,0,0,1,0,0,Dropout
136.0,132.5,22,4,1,17,1,1,1,0,0,0,Graduate
133.1,127.7,25,4,1,39,0,0,1,0,0,0,Enrolled
148.0,136.5,19,6,1,1,0,0,1,1,0,0,Graduate
130.0,130.0,21,5,1,44,0,0,0,1,0,1,Dropout
130.0,190.0,27,7,1,39,0,0,1,1,0,1,Graduate
136.0,128.5,18,6,4,17,0,0,1,1,0,1,Graduate
122.0,126.6,18,5,3,17,0,0,0,1,0,0,Dropout
140.0,131.6,19,0,1,17,0,0,1,1,1,1,Dropout
110.0,119.0,35,4,1,39,0,1,1,0,1,0,Graduate
130.0,127.6,23,4,1,17,0,0,1,1,1,0,Graduate
133.1,100.0,28,3,1,39,0,0,1,1,1,0,Dropout
128.0,124.5,19,3,1,1,0,0,1,1,1,1,Enrolled
117.0,109.3,19,4,1,1,0,0,1,1,1,0,Enrolled
124.0,117.7,20,4,2,1,1,0,1,1,1,1,Dropout
124.0,124.7,21,3,1,1,0,0,1,1,1,1,Dropout
128.0,124.5,18,6,3,17,0,0,1,1,1,1,Graduate
125.0,140.8,22,6,5,1,0,0,1,1,1,1,Graduate
121.0,111.9,21,0,3,17,0,0,1,1,1,1,Graduate
140.0,140.0,38,3,1,7,1,0,0,1,1,0,Dropout
124.0,121.2,20,0,1,1,0,0,1,1,1,1,Enrolled
136.0,123.8,19,0,4,43,0,0,1,1,1,1,Dropout
140.8,134.0,24,0,1,7,0,0,1,1,1,0,Dropout
142.0,130.8,19,0,3,18,0,0,0,1,1,1,Dropout
133.0,130.2,19,7,1,1,0,1,1,1,1,1,Graduate
131.0,123.3,19,5,1,1,0,0,1,1,1,0,Enrolled
130.0,147.6,31,0,1,39,0,0,1,1,1,0,Dropout
120.0,113.4,19,6,1,17,0,1,1,1,1,1,Graduate
141.0,133.7,22,5,1,17,0,0,1,1,1,1,Graduate
130.0,128.2,25,0,1,39,0,0,1,1,1,0,Dropout
168.0,161.0,18,7,1,1,0,0,1,1,1,1,Dropout
130.0,130.0,30,0,1,7,0,0,1,1,1,1,Dropout
156.0,156.3,18,8,1,1,0,1,1,1,1,0,Graduate
137.0,129.3,18,6,1,1,0,0,1,1,1,1,Graduate
131.0,129.3,18,0,6,17,0,0,1,1,1,0,Dropout
130.0,136.3,18,6,1,1,0,0,1,1,1,1,Graduate
133.1,140.0,25,6,1,39,0,1,1,1,1,0,Graduate
131.0,135.9,18,2,1,1,0,0,1,1,1,0,Enrolled
160.0,139.7,18,0,5,1,0,0,1,1,1,0,Dropout
117.0,117.0,19,4,4,1,0,0,1,1,1,1,Enrolled
133.1,105.0,25,4,1,39,0,0,1,1,1,0,Dropout
130.0,130.5,19,6,3,1,0,0,1,1,0,1,Graduate
130.0,130.0,31,4,1,44,0,0,1,0,0,0,Enrolled
137.0,131.5,20,8,3,1,0,1,1,1,0,1,Graduate
133.1,100.0,33,5,1,42,0,0,0,1,0,1,Dropout
140.0,140.0,24,4,1,44,1,0,0,1,0,0,Enrolled
140.0,130.2,18,6,4,17,0,1,1,1,0,1,Graduate
135.0,133.5,19,8,2,17,0,0,1,1,0,1,Graduate
140.0,133.2,20,7,4,1,0,1,1,1,0,1,Graduate
100.0,130.0,33,1,1,39,0,1,1,1,1,0,Enrolled
160.0,129.0,24,0,1,39,0,0,1,1,1,0,Dropout
133.1,100.0,24,0,1,39,0,0,1,0,1,0,Dropout
128.0,116.5,18,5,1,17,0,0,1,1,1,1,Graduate
121.0,124.2,18,6,2,1,0,1,1,1,0,1,Graduate
127.0,138.8,22,11,1,51,0,0,1,1,0,1,Graduate
132.0,126.4,18,6,1,1,0,1,1,1,0,1,Graduate
147.0,151.9,21,17,1,1,0,0,1,1,0,1,Graduate
110.0,120.0,38,3,1,39,0,0,1,0,0,1,Dropout
142.0,131.9,29,16,1,43,0,1,1,1,0,0,Graduate
130.0,130.0,20,4,1,44,0,1,1,1,0,1,Enrolled
131.0,131.7,18,0,1,17,0,0,0,1,0,1,Dropout
110.0,132.5,37,12,1,43,0,0,1,0,1,0,Graduate
128.0,116.5,20,5,3,1,0,0,1,1,1,0,Graduate
136.0,133.9,20,4,1,1,0,0,0,1,1,1,Dropout
120.0,145.4,40,3,1,39,1,0,1,1,1,0,Dropout
140.0,172.0,44,9,1,39,0,0,1,0,1,0,Enrolled
118.0,111.0,21,2,1,1,0,0,0,1,1,0,Dropout
120.0,120.0,21,6,1,44,0,0,1,1,1,0,Graduate
151.0,129.8,18,8,6,1,0,0,1,1,1,1,Graduate
130.0,118.1,18,6,5,1,0,0,1,1,1,1,Enrolled
140.0,130.0,27,6,1,39,0,0,1,1,1,0,Graduate
133.1,126.3,38,0,1,39,0,0,0,1,1,0,Dropout
146.0,137.8,18,5,1,18,0,0,1,1,1,0,Dropout
122.0,116.1,19,5,4,17,0,0,1,1,1,1,Enrolled
121.0,115.4,18,6,1,1,0,0,1,1,1,1,Dropout
127.0,110.0,19,3,1,43,1,0,0,1,1,0,Dropout
133.1,97.4,44,1,1,39,1,0,0,1,1,0,Dropout
130.0,130.0,26,4,1,44,0,0,1,1,1,1,Dropout
156.0,156.0,24,5,1,43,1,0,0,1,1,0,Dropout
130.0,126.1,27,0,1,39,0,0,0,1,1,1,Dropout
110.0,120.0,27,0,1,39,1,0,0,1,1,0,Dropout
108.0,105.2,25,13,1,43,0,0,1,1,1,1,Dropout
120.0,120.0,21,7,1,44,0,0,1,1,1,1,Enrolled
150.0,137.8,19,0,1,1,0,1,1,1,1,1,Graduate
152.0,134.2,20,5,2,17,0,0,1,1,1,1,Enrolled
150.0,150.0,20,0,1,44,0,0,1,1,1,0,Enrolled
123.0,116.0,20,0,5,17,1,0,0,1,1,1,Dropout
150.0,143.4,18,5,1,1,0,1,0,1,1,0,Enrolled
145.0,143.6,19,10,1,17,1,0,1,1,1,0,Enrolled
150.0,150.0,22,3,1,44,0,0,0,1,0,1,Dropout
125.0,118.0,19,6,4,1,0,0,1,1,0,1,Graduate
117.0,109.3,18,7,4,1,0,1,1,1,0,1,Graduate
121.0,119.3,20,6,2,1,1,0,1,1,0,1,Graduate
140.0,146.3,18,0,1,17,0,1,1,1,0,1,Dropout
130.0,161.5,36,6,1,39,0,0,1,1,1,0,Graduate
140.0,140.0,19,3,1,15,1,0,1,1,1,0,Graduate
140.0,142.2,21,11,1,53,0,1,1,1,1,0,Graduate
140.0,129.2,26,0,1,1,0,0,1,1,0,1,Dropout
140.0,100.0,29,3,1,39,1,0,0,1,0,0,Dropout
170.0,170.0,26,8,1,44,0,0,0,1,1,0,Enrolled
140.0,140.0,27,0,1,7,0,0,1,1,1,0,Dropout
116.0,115.2,32,3,1,51,1,0,1,1,1,0,Enrolled
134.0,121.4,23,4,3,16,0,1,1,1,0,1,Enrolled
133.1,134.8,24,2,1,39,0,0,1,1,0,0,Enrolled
140.0,136.9,19,6,2,1,0,1,1,1,0,1,Graduate
140.0,140.0,25,5,1,42,0,0,1,1,1,1,Enrolled
108.0,112.2,19,5,6,17,0,0,1,1,1,1,Enrolled
149.0,148.7,20,0,3,1,0,0,0,1,1,0,Dropout
140.0,133.0,33,9,1,1,0,0,1,1,1,0,Graduate
140.0,150.0,35,5,1,39,1,0,1,0,1,0,Dropout
133.1,98.0,23,4,1,1,0,0,1,1,1,1,Graduate
125.0,122.4,19,7,1,1,0,0,1,1,1,1,Graduate
133.1,139.0,21,5,1,1,0,0,1,1,1,0,Enrolled
133.1,112.0,21,6,5,1,0,1,1,1,1,1,Graduate
130.0,143.8,27,7,1,39,0,0,1,1,1,0,Dropout
122.0,116.1,19,4,3,17,1,0,1,1,1,1,Enrolled
140.0,138.0,28,7,2,7,0,0,1,1,1,0,Dropout
123.0,110.0,25,3,1,43,0,0,1,1,1,0,Enrolled
133.1,103.5,42,0,1,39,0,0,1,1,1,0,Dropout
140.0,140.0,27,4,1,7,0,0,1,0,1,0,Graduate
116.0,108.7,23,4,1,1,0,0,1,1,1,1,Dropout
118.0,115.9,18,6,3,17,0,1,1,1,1,1,Graduate
140.0,127.3,26,7,1,39,0,0,1,1,1,0,Graduate
146.0,138.7,18,0,4,1,0,0,1,1,1,0,Dropout
150.0,135.8,29,3,1,39,1,0,1,0,1,0,Dropout
137.0,134.6,22,0,1,17,0,0,1,1,1,1,Dropout
136.0,118.4,21,4,1,43,0,0,1,1,0,1,Enrolled
134.0,132.8,19,7,3,1,0,1,1,1,0,1,Graduate
160.0,155.5,18,6,1,1,0,1,1,1,0,1,Graduate
126.0,132.0,18,3,3,1,0,1,1,1,0,1,Dropout
133.1,110.0,40,5,1,39,1,0,0,1,0,0,Dropout
114.0,127.3,20,3,3,17,1,0,0,1,0,1,Dropout
139.0,126.0,18,5,3,1,0,0,1,1,1,1,Dropout
130.0,130.0,31,12,2,43,0,0,1,0,1,0,Graduate
131.0,118.8,18,4,2,1,0,1,1,1,1,0,Graduate
130.0,127.6,22,6,2,43,0,0,1,1,1,1,Dropout
133.1,112.1,38,0,1,51,1,0,0,1,1,0,Dropout
130.0,130.0,33,0,1,43,0,0,1,0,1,0,Dropout
117.0,111.1,19,5,3,1,0,1,1,1,1,0,Enrolled
127.0,121.4,18,0,1,17,0,0,1,1,1,0,Dropout
131.0,126.8,18,5,5,1,0,1,0,1,1,0,Enrolled
134.0,120.6,27,6,1,51,0,0,1,0,1,1,Graduate
130.0,126.5,26,6,1,39,0,0,1,1,1,0,Graduate
127.0,120.2,19,7,6,1,0,1,1,1,0,1,Graduate
130.0,120.0,44,5,1,51,0,0,1,1,1,0,Dropout
142.0,137.5,19,5,2,1,0,0,1,1,1,1,Graduate
117.0,127.9,20,0,1,18,0,0,1,1,1,1,Dropout
133.1,140.0,24,6,1,39,1,0,1,1,1,0,Enrolled
164.0,131.8,31,13,1,43,0,0,1,0,0,0,Graduate
130.0,129.0,25,6,1,43,0,0,1,1,0,1,Graduate
127.0,115.8,19,0,4,17,1,0,0,1,0,1,Dropout
140.0,126.4,18,7,3,17,0,0,1,1,0,1,Dropout
130.0,130.0,19,5,1,43,0,0,0,1,0,1,Enrolled
122.0,114.8,19,4,3,1,0,1,1,1,0,1,Enrolled
162.0,138.6,19,1,1,17,0,0,1,1,0,1,Enrolled
133.1,112.9,24,2,1,39,0,0,1,1,0,0,Dropout
120.0,111.6,20,6,1,1,0,0,1,1,0,0,Graduate
160.0,152.0,18,6,1,17,0,0,1,1,0,0,Graduate
141.0,132.6,18,6,1,1,0,1,1,1,0,0,Graduate
125.0,118.4,21,3,1,17,0,0,1,1,0,1,Enrolled
120.0,120.0,28,0,1,7,1,0,0,1,0,0,Dropout
128.0,122.1,18,4,1,1,0,1,1,1,0,0,Enrolled
162.0,142.8,18,5,1,1,1,0,1,1,0,0,Dropout
130.0,124.8,18,6,1,1,0,1,1,1,0,0,Graduate
134.0,126.3,18,5,2,17,0,1,1,1,0,1,Graduate
133.1,119.0,19,3,1,1,0,1,0,1,0,1,Dropout
137.0,124.9,19,6,1,17,0,1,1,1,0,0,Graduate
133.1,118.0,20,5,1,1,1,1,1,1,0,0,Graduate
110.0,100.0,34,9,1,43,0,0,1,0,0,0,Graduate
133.1,109.0,39,5,1,39,0,0,1,1,0,1,Enrolled
133.0,130.8,19,8,3,17,0,0,1,1,0,1,Graduate
130.0,110.0,24,6,1,39,0,0,1,1,0,1,Graduate
151.0,151.0,18,0,1,10,0,0,1,1,0,1,Dropout
125.0,131.0,19,2,1,17,0,0,1,1,1,1,Dropout
158.0,155.2,18,5,1,1,0,1,1,1,1,0,Graduate
128.0,121.0,20,5,2,1,1,0,1,1,1,1,Enrolled
133.0,119.7,19,7,6,1,1,0,1,1,1,1,Graduate
138.0,131.0,19,4,1,1,0,0,1,1,1,1,Dropout
126.0,116.9,19,6,1,17,0,0,1,1,1,0,Dropout
140.0,130.0,41,4,1,39,0,0,1,0,1,1,Dropout
143.0,137.8,19,6,2,1,0,0,1,1,1,0,Graduate
135.0,122.1,19,3,3,43,0,0,1,1,1,0,Enrolled
120.0,120.0,23,0,1,7,0,0,0,1,1,1,Dropout
148.0,133.0,18,5,1,1,0,0,1,1,1,0,Dropout
126.0,115.2,19,5,1,1,0,0,1,1,1,0,Graduate
160.0,160.0,20,6,1,44,0,0,1,1,1,1,Graduate
140.0,106.3,35,2,1,39,1,0,0,1,1,0,Dropout
133.1,103.0,34,0,2,39,0,0,0,1,1,0,Dropout
136.0,136.0,19,6,1,1,1,1,0,1,0,1,Graduate
150.0,146.5,22,5,1,15,1,0,0,1,1,1,Graduate
130.0,131.4,20,6,3,17,0,0,1,1,1,0,Graduate
130.0,130.0,27,2,1,42,0,0,1,0,1,0,Enrolled
110.0,137.0,30,0,1,39,1,0,1,1,1,0,Dropout
110.0,125.9,34,0,1,39,0,0,1,1,1,0,Enrolled
121.0,111.9,20,2,1,1,0,0,0,1,1,1,Dropout
127.0,131.2,18,6,1,17,0,0,1,1,1,1,Graduate
140.0,131.2,26,0,1,1,0,1,1,1,1,0,Dropout
130.0,140.0,26,5,1,39,0,0,1,0,1,0,Graduate
130.0,121.5,26,2,2,39,0,0,0,1,1,0,Dropout
100.0,153.5,31,0,1,39,1,0,0,0,1,0,Dropout
139.0,142.2,20,12,3,1,0,1,1,1,1,1,Graduate
150.0,131.1,19,6,1,1,0,0,1,1,1,1,Graduate
133.1,130.6,23,0,1,17,1,0,0,1,1,1,Dropout
119.0,115.0,20,1,6,1,0,1,1,1,1,1,Dropout
170.0,125.0,20,7,1,51,0,0,1,1,1,0,Graduate
133.1,97.5,29,0,1,39,0,0,1,0,1,1,Dropout
133.0,134.4,20,6,4,1,0,1,1,1,1,1,Graduate
125.0,118.8,24,6,1,1,0,0,1,1,1,0,Graduate
133.1,110.5,37,0,1,39,0,0,1,1,1,0,Dropout
143.0,123.3,18,0,5,1,0,0,1,1,1,1,Dropout
127.0,139.6,18,0,2,1,1,1,0,1,1,1,Dropout
157.0,138.8,18,7,1,17,0,0,1,1,1,0,Graduate
160.0,160.0,41,5,1,44,1,0,1,1,1,0,Enrolled
140.0,140.0,35,4,1,39,0,0,1,1,1,0,Dropout
128.0,118.2,19,0,1,17,0,0,1,1,0,0,Dropout
145.0,150.6,18,0,1,1,0,0,1,1,1,1,Graduate
133.1,115.2,48,4,1,39,0,0,1,1,0,0,Enrolled
132.0,126.0,19,6,1,1,0,0,1,1,0,1,Graduate
160.0,160.0,30,6,1,44,0,0,0,1,1,1,Dropout
160.0,160.0,51,0,1,43,1,0,0,1,1,0,Dropout
184.4,184.4,18,6,1,10,0,0,1,1,0,0,Graduate
149.0,156.0,18,0,1,1,0,0,1,1,0,1,Graduate
146.0,150.2,18,0,1,1,0,0,1,1,0,1,Graduate
139.0,126.3,18,8,5,1,0,1,1,1,0,1,Graduate
152.0,146.1,18,4,1,1,0,0,1,1,0,1,Dropout
147.0,145.3,18,0,1,1,0,0,1,1,0,1,Enrolled
121.0,116.8,23,17,1,18,0,0,1,1,0,1,Graduate
124.0,132.1,19,2,1,1,0,0,1,1,0,1,Enrolled
105.0,102.6,21,4,1,1,0,0,1,1,0,0,Enrolled
121.0,112.3,18,5,1,1,1,0,0,1,0,1,Dropout
143.0,155.3,18,0,1,1,0,0,1,1,0,1,Graduate
150.0,153.8,21,10,1,53,0,0,1,1,0,1,Graduate
126.0,110.0,20,6,1,43,1,0,1,1,0,0,Graduate
133.1,128.2,24,9,1,42,0,0,1,1,0,0,Graduate
127.0,120.4,18,6,1,1,0,0,1,1,0,1,Graduate
160.0,153.0,18,6,1,17,0,0,1,1,0,1,Graduate
121.0,117.9,19,6,1,1,0,0,1,1,0,1,Graduate
150.0,145.6,20,6,1,44,0,1,1,1,0,1,Graduate
117.0,119.8,18,7,6,1,0,0,1,1,0,1,Graduate
141.0,126.8,18,7,6,1,0,0,1,1,0,1,Graduate
112.0,106.1,19,5,1,17,0,0,1,1,0,1,Enrolled
148.0,137.3,19,6,1,1,0,0,1,1,0,1,Graduate
120.0,115.5,18,5,2,1,0,0,1,1,0,1,Graduate
132.0,127.5,20,8,2,1,0,0,1,1,0,1,Graduate
125.0,116.3,18,7,2,1,0,0,1,1,0,1,Graduate
123.0,113.2,18,3,3,17,1,0,0,0,0,0,Dropout
